Event	ID	Name			Wwise Object Path	Notes
	126614945	Menu_Button_Hit			\UI\Menu\Menu_Button_Hit	
	347845317	Play_InGame_Music			\Music\Play_InGame_Music	
	422348590	Car_Play			\Atmo\Cars\Car_Play	
	543282405	Wave_Miss			\SFX\Foley\Wave_Miss	
	645232014	Narrator_Neutral			\Dialogue\Narrator\Narrator_Neutral	
	666034363	Man_Positive			\Dialogue\People\Man_Positive	
	756234724	Wave_Hit			\SFX\Foley\Wave_Hit	
	760777789	Menu_Click			\UI\Menu\Menu_Click	
	889047188	Man_Very_Negative			\Dialogue\People\Man_Very_Negative	
	911506639	Man_Negative			\Dialogue\People\Man_Negative	
	1024076021	Woman_Negative			\Dialogue\People\Woman_Negative	
	1540417201	Menu_Button_Release			\UI\Menu\Menu_Button_Release	
	1911024840	Grandma_Very_Negative			\Dialogue\People\Grandma_Very_Negative	
	1931074718	Menu_Start_Game			\UI\Menu\Menu_Start_Game	
	2318958257	Woman_Positive			\Dialogue\People\Woman_Positive	
	2474639067	Narrator_Go			\Dialogue\Narrator\Narrator_Go	
	2862836492	Narrator_Negative			\Dialogue\Narrator\Narrator_Negative	
	2890725208	Play_StartLevel_Music			\Music\Play_StartLevel_Music	
	3032610195	Grandma_Negative			\Dialogue\People\Grandma_Negative	
	3301552740	Narrator_Positive			\Dialogue\Narrator\Narrator_Positive	
	3367768002	Woman_Very_Negative			\Dialogue\People\Woman_Very_Negative	
	3540843768	Play_MenuAndCredits_Music			\Music\Play_MenuAndCredits_Music	
	3544995775	Grandma_Positive			\Dialogue\People\Grandma_Positive	
	3640189846	Narrator_Ready			\Dialogue\Narrator\Narrator_Ready	

Effect plug-ins	ID	Name	Type				Notes
	48620415	Have_U_Ever_Been_Outside	Wwise RoomVerb			
	550027517	Wwise Pitch Shifter (Custom)	Wwise Pitch Shifter			

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	2877773	Man_Negative_21	C:\Users\mikko\Documents\Git\Calamari\Calamari_WwiseProject\.cache\Windows\SFX\Man_Negative_21_9E69E797.wem		\Actor-Mixer Hierarchy\Dialogue\People\Man_Negative\Man_Negative_21		64258
	5196065	Menu_Button_Release_01	C:\Users\mikko\Documents\Git\Calamari\Calamari_WwiseProject\.cache\Windows\SFX\Menu_Button_Release_01_4E5E0D8F.wem		\Actor-Mixer Hierarchy\UI\Menu\Menu_Button_Release_01		6744
	9549458	narration_NEGATIVE_comeone	C:\Users\mikko\Documents\Git\Calamari\Calamari_WwiseProject\.cache\Windows\SFX\narration_NEGATIVE_comeone_9E69E797.wem		\Actor-Mixer Hierarchy\Dialogue\Narrator\Narrator_Negative\narration_NEGATIVE_comeone		273200
	10625442	Man_Negative_13	C:\Users\mikko\Documents\Git\Calamari\Calamari_WwiseProject\.cache\Windows\SFX\Man_Negative_13_9E69E797.wem		\Actor-Mixer Hierarchy\Dialogue\People\Man_Negative\Man_Negative_13		34066
	13714518	Woman_Positive_10	C:\Users\mikko\Documents\Git\Calamari\Calamari_WwiseProject\.cache\Windows\SFX\Woman_Positive_10_9E69E797.wem		\Actor-Mixer Hierarchy\Dialogue\People\Woman_Positive\Woman_Positive_10		71004
	14062417	Man_Negative_18	C:\Users\mikko\Documents\Git\Calamari\Calamari_WwiseProject\.cache\Windows\SFX\Man_Negative_18_9E69E797.wem		\Actor-Mixer Hierarchy\Dialogue\People\Man_Negative\Man_Negative_18		40244
